    Step 	 <(r-r')^2> 	 <(v-v')^2> 
2990	16.1728	1.63032
2991	16.1718	1.62198
2992	16.1715	1.6151
2993	16.2013	1.60959
2994	16.201	1.60567
2995	16.153	1.6032
2996	16.1797	1.60152
2997	16.2146	1.60011
2998	16.3048	1.59917
2999	16.3468	1.59935
